282.705,30.1218
318.522,566.985
63.9241,596.191
579.858,238.356
481.747,452.834
62.0563,488.083
485.372,458.217
373.382,443.275
137.846,589.856
181.097,202.356
343.132,238.594
104.831,30.2499
235.133,116.147
368.676,276.846
197.87,470.193
531.223,461.971
184.869,200.36
111.917,471.218
107.303,569.659
432.893,505.826
359.008,103.934
494.436,330.735
247.328,574.31
403.54,464.461
198.804,455.379
373.638,454.317
107.999,553.673
414.875,481.216
298.471,599.506
133.067,237.349
464.736,96.3714
156.615,120.615
63.6494,221.601
409.784,489.822
324.381,271.737
351.244,423.847
545.158,446.736
596.649,129.167
246.284,266.555
243.849,39.0942
447.414,213.855
119.718,148.338
38.3984,96.7559
267.049,427.235
312.168,525.108
90.585,458.675
428.425,394.238
280.746,342.106
477.041,369.958
533.714,407.917
309.769,468.416
586.999,586.12
9.08231,524.558
388.726,573.193
362.816,43.1227
319.877,440.602
213.471,225.794
287.851,428.956
450.911,468.197
410.352,171.374
116.99,520.658
308.194,289.993
391.418,6.24409
325.993,9.15555
